281.600138889	0.00875	NaN
281.600416667	0.00875	NaN
281.600694444	0.00875	NaN
281.600972222	0.00875	NaN
281.60125	0.00875	NaN
281.601527778	0.00875	NaN
281.601805556	0.00875	NaN
281.602083333	0.00875	NaN
281.602361111	0.00875	NaN
281.602638889	0.00875	NaN
281.602916667	0.00875	NaN
281.603194444	0.00875	NaN
281.603472222	0.00875	NaN
281.60375	0.00875	NaN
281.604027778	0.00875	NaN
281.604305556	0.00875	NaN
281.604583333	0.00875	NaN
281.604861111	0.00875	NaN
281.605138889	0.00875	NaN
281.605416667	0.00875	NaN
281.605694444	0.00875	NaN
281.605972222	0.00875	NaN
281.60625	0.00875	NaN
281.606527778	0.00875	NaN
281.606805556	0.00875	NaN
281.607083333	0.00875	NaN
281.607361111	0.00875	NaN
281.607638889	0.00875	NaN
281.607916667	0.00875	NaN
281.608194444	0.00875	NaN
281.608472222	0.00875	NaN
281.60875	0.00875	NaN
281.609027778	0.00875	NaN
281.609305556	0.00875	NaN
281.609583333	0.00875	NaN
281.609861111	0.00875	NaN
281.610138889	0.00875	NaN
281.610416667	0.00875	NaN
281.610694444	0.00875	NaN
281.610972222	0.00875	NaN
281.61125	0.00875	NaN
281.611527778	0.00875	NaN
281.611805556	0.00875	NaN
281.612083333	0.00875	NaN
281.612361111	0.00875	NaN
281.612638889	0.00875	NaN
281.612916667	0.00875	NaN
281.613194444	0.00875	NaN
281.613472222	0.00875	NaN
281.61375	0.00875	NaN
281.614027778	0.00875	NaN
281.614305556	0.00875	NaN
281.614583333	0.00875	NaN
281.614861111	0.00875	NaN
281.615138889	0.00875	NaN
281.615416667	0.00875	NaN
281.615694444	0.00875	NaN
281.615972222	0.00875	NaN
281.61625	0.00875	NaN
281.616527778	0.00875	NaN
281.616805556	0.00875	NaN
281.617083333	0.00875	NaN
281.617361111	0.00875	NaN
281.617638889	0.00875	NaN
281.617916667	0.00875	NaN
281.618194444	0.00875	NaN
281.618472222	0.00875	NaN
281.61875	0.00875	NaN
281.619027778	0.00875	NaN
281.619305556	0.00875	NaN
281.619583333	0.00875	NaN
281.619861111	0.00875	NaN
281.620138889	0.00875	NaN
281.620416667	0.00875	NaN
281.620694444	0.00875	-215.471450806
281.620972222	0.00875	-211.327789307
281.62125	0.00875	NaN
281.621527778	0.00875	NaN
281.621805556	0.00875	NaN
281.622083333	0.00875	NaN
281.622361111	0.00875	NaN
281.622638889	0.00875	NaN
281.622916667	0.00875	NaN
281.623194444	0.00875	NaN
281.623472222	0.00875	NaN
281.62375	0.00875	NaN
281.624027778	0.00875	NaN
281.624305556	0.00875	NaN
281.624583333	0.00875	-218.839599609
281.624861111	0.00875	-220.445922852
281.625138889	0.00875	NaN
281.625416667	0.00875	NaN
281.625694444	0.00875	NaN
281.625972222	0.00875	NaN
281.62625	0.00875	NaN
281.626527778	0.00875	NaN
281.626805556	0.00875	NaN
281.627083333	0.00875	NaN
281.627361111	0.00875	NaN
281.627638889	0.00875	NaN
281.627916667	0.00875	NaN
281.628194444	0.00875	NaN
281.628472222	0.00875	NaN
281.62875	0.00875	NaN
281.629027778	0.00875	NaN
281.629305556	0.00875	NaN
281.629583333	0.00875	NaN
281.629861111	0.00875	NaN
281.630138889	0.00875	NaN
281.630416667	0.00875	NaN
281.630694444	0.00875	NaN
281.630972222	0.00875	NaN
281.63125	0.00875	NaN
281.631527778	0.00875	NaN
281.631805556	0.00875	NaN
281.632083333	0.00875	NaN
281.632361111	0.00875	NaN
281.632638889	0.00875	NaN
281.632916667	0.00875	NaN
281.633194444	0.00875	NaN
281.633472222	0.00875	NaN
281.63375	0.00875	NaN
281.634027778	0.00875	NaN
281.634305556	0.00875	NaN
281.634583333	0.00875	NaN
281.634861111	0.00875	NaN
281.635138889	0.00875	NaN
281.635416667	0.00875	NaN
281.635694444	0.00875	NaN
